Number,Month,Day,Hour,Minute,Second,Easting (m),Northing (m),Depth (m),Magnitude Mw
5313,11,6,0,55,45,3115.0,3848.4,3348.8,0.24
5314,11,6,0,55,58,3131.4,3909.4,3319.7,0.28
5315,11,6,0,56,9,3077.8,3820.4,3401.4,-0.20
5316,11,6,0,56,12,3100.9,3859.4,3343.0,-0.17
5317,11,6,0,56,35,3236.9,4077.4,3428.4,0.08
5318,11,6,0,57,34,3229.8,4083.4,3304.6,0.17
5319,11,6,0,58,6,3243.9,4131.4,3318.4,0.19
5320,11,6,0,58,53,3061.3,3791.9,3454.7,0.05
5321,11,6,1,1,13,3136.1,3894.9,3311.8,0.11
5322,11,6,1,1,35,3229.8,3920.4,3317.1,0.38
5323,11,6,1,1,49,3143.7,3915.4,3419.8,0.11
5324,11,6,1,2,59,3251.4,4117.4,3365.9,0.31
5325,11,6,1,7,2,3225.3,4062.9,3450.8,0.10
5326,11,6,1,8,4,3225.5,4078.4,3377.1,0.12
5327,11,6,1,8,41,3133.8,3910.4,3227.8,0.00
5328,11,6,1,9,10,3237.1,4121.4,3393.8,0.19
5329,11,6,1,11,19,3310.2,4050.9,3433.0,0.06
5330,11,6,1,11,28,3299.2,4106.4,3470.4,-0.10
5331,11,6,1,13,56,3279.0,4041.4,3428.5,0.13
5332,11,6,1,15,26,3055.5,3808.4,3406.1,0.03
5333,11,6,1,16,1,3108.8,3843.4,3306.5,-0.06
5334,11,6,1,17,1,3283.3,4073.4,3355.6,-0.03
5335,11,6,1,17,21,3246.1,4139.4,3401.6,0.15
5336,11,6,1,20,5,3110.4,3871.4,3286.9,-0.17
5337,11,6,1,20,18,3119.1,3871.4,3419.0,-0.10
5338,11,6,1,21,14,3113.2,3882.4,3329.9,0.03
5339,11,6,1,21,48,3240.4,4099.4,3374.1,-0.05
5340,11,6,1,21,57,3123.3,3894.9,3374.9,-0.07
5341,11,6,1,22,11,3106.4,3885.4,3419.0,-0.07
5342,11,6,1,22,17,3171.5,3900.4,3276.0,0.19
5343,11,6,1,22,57,3248.3,4130.9,3320.5,0.34
5344,11,6,1,24,17,3236.8,4111.4,3483.9,-0.17
5345,11,6,1,28,41,3213.3,4059.4,3404.7,-0.10
5346,11,6,1,30,21,3243.2,4131.4,3304.9,0.53
5347,11,6,1,31,35,3267.2,4140.9,3425.5,-0.05
5348,11,6,1,35,12,3089.3,3916.4,3286.0,-0.05
5349,11,6,1,37,49,3207.4,4059.4,3453.9,-0.25
5350,11,6,1,38,5,3205.5,4047.9,3400.3,-0.10
5351,11,6,1,38,29,3139.6,3869.9,3267.9,-0.27
5352,11,6,1,38,54,3110.0,3854.9,3242.1,-0.12
5353,11,6,1,38,57,3099.9,3853.9,3266.8,-0.08
5354,11,6,1,39,2,3210.9,4004.4,3464.4,0.06
5355,11,6,1,39,8,3231.8,4080.9,3428.9,0.13
5356,11,6,1,39,18,3226.7,4041.4,3414.8,-0.13
5357,11,6,1,41,30,3297.0,4083.4,3287.1,-0.08
5358,11,6,1,41,37,3218.4,4094.9,3357.1,-0.36
5359,11,6,1,44,4,3155.5,3880.4,3317.1,0.09
5360,11,6,1,44,13,3142.0,3926.4,3347.1,-0.02
5361,11,6,1,44,16,3252.7,4086.9,3431.9,-0.10
5362,11,6,1,46,58,3242.2,4117.9,3457.8,-0.09
5363,11,6,1,47,28,3113.3,3843.9,3358.2,-0.24
5364,11,6,1,47,37,3245.5,4094.4,3504.6,-0.07
5365,11,6,1,47,51,3217.1,4080.4,3509.0,-0.08
5366,11,6,1,48,2,3099.5,3856.4,3369.5,-0.08
5367,11,6,1,50,47,3266.3,4134.4,3422.6,-0.04
5368,11,6,1,52,13,3124.8,3893.9,3319.3,-0.09
5369,11,6,1,52,19,3242.6,4128.9,3310.1,0.41
5370,11,6,1,53,22,3217.6,4053.4,3305.7,-0.07
5371,11,6,1,54,32,3226.8,4066.9,3348.7,-0.08
5372,11,6,1,54,56,3217.1,4094.4,3371.6,-0.13
5373,11,6,1,55,8,3194.8,4033.4,3430.9,-0.09
5374,11,6,1,56,15,3217.9,4069.9,3438.8,-0.24
5375,11,6,1,57,13,3251.9,4092.4,3415.4,0.06
5376,11,6,1,57,58,3243.3,4132.4,3278.3,0.32
5377,11,6,1,58,0,3326.3,3902.9,3232.0,0.23
5378,11,6,1,59,41,3118.4,3849.4,3296.4,-0.88
5379,11,6,1,59,46,3176.2,3961.4,3417.9,-1.04
5380,11,6,2,1,44,3228.3,4055.4,3398.6,-0.09
5381,11,6,2,5,26,3113.9,3859.4,3273.1,-0.24
5382,11,6,2,5,56,3179.1,3948.9,3327.4,0.02
5383,11,6,2,6,10,3241.7,4096.9,3441.7,-0.09
5384,11,6,2,6,18,3174.2,3966.4,3556.2,-0.15
5385,11,6,2,8,17,3251.4,4156.4,3370.7,0.13
5386,11,6,2,8,57,3216.8,4053.4,3410.9,-0.22
5387,11,6,2,10,28,3252.1,4106.9,3351.1,0.18
5388,11,6,2,10,53,3244.8,4104.4,3444.1,-0.09
5389,11,6,2,11,58,3233.8,4100.4,3335.6,0.37
5390,11,6,2,13,46,3225.0,4076.4,3359.0,-0.22
5391,11,6,2,13,52,3260.6,4123.4,3298.0,0.04
5392,11,6,2,14,15,3232.3,4073.9,3362.3,-0.21
5393,11,6,2,16,1,2749.2,3884.9,3388.5,-0.25
5394,11,6,2,16,6,3205.3,4055.4,3410.2,-0.05
5395,11,6,2,17,4,3177.0,3963.9,3443.4,-0.16
5396,11,6,2,17,21,3267.4,4140.4,3457.5,-0.10
5397,11,6,2,18,56,3117.6,3860.4,3325.2,-0.25
5398,11,6,2,21,1,3221.1,4043.4,3521.5,-0.10
5399,11,6,2,24,42,3219.5,4016.4,3420.1,-0.34
5400,11,6,2,24,53,3222.9,4068.9,3342.8,0.09
5401,11,6,2,24,57,3209.7,4006.9,3448.7,-0.07
5402,11,6,2,25,0,3189.4,3995.4,3434.8,-0.20
5403,11,6,2,25,20,3217.9,4056.4,3379.1,-0.07
5404,11,6,2,25,40,3202.0,4024.4,3418.1,-0.27
5405,11,6,2,25,52,3227.8,4082.4,3458.0,-0.15
5406,11,6,2,26,4,3070.9,3806.9,3454.6,-0.22
5407,11,6,2,26,20,3109.2,3836.4,3330.1,-0.15
5408,11,6,2,27,25,3259.9,4090.4,3281.2,-0.17
5409,11,6,2,29,49,3233.3,4063.4,3420.4,-0.04
5410,11,6,2,30,41,3246.2,4087.4,3310.3,-0.24
5411,11,6,2,32,44,3189.4,3988.4,3278.9,0.14
5412,11,6,2,32,53,2128.4,6499.9,2530.9,0.11
5413,11,6,2,32,55,3196.7,4006.4,3355.9,0.10
5414,11,6,2,33,27,3256.9,4124.4,3268.7,0.16
5415,11,6,2,34,0,3298.5,4050.4,3366.1,0.50
5416,11,6,2,37,3,3080.2,3879.4,3286.9,-0.17
5417,11,6,2,37,37,3130.3,3887.9,3489.5,-0.31
5418,11,6,2,37,40,3118.3,3879.4,3406.5,-0.07
5419,11,6,2,37,42,3119.8,3881.9,3428.8,-0.05
5420,11,6,2,37,49,3126.2,3856.9,3365.6,-0.24
5421,11,6,2,39,0,3237.1,4117.9,3346.8,-0.06
5422,11,6,2,39,57,3245.5,4106.4,3403.8,-0.52
5423,11,6,2,40,28,3235.8,4094.4,3392.0,-0.55
5424,11,6,2,40,43,3246.0,4111.9,3541.3,-0.32
5425,11,6,2,44,34,3255.7,4147.4,3381.3,0.01
5426,11,6,2,44,45,3256.1,4118.4,3380.9,-0.35
5427,11,6,2,46,12,3231.4,4066.4,3366.3,-0.22
5428,11,6,2,46,19,3228.1,4061.9,3409.5,-0.23
5429,11,6,2,47,34,3142.4,3875.9,3291.7,-0.11
5430,11,6,2,47,59,3207.4,4015.4,3362.7,0.07
5431,11,6,2,48,6,3226.1,3989.4,3347.9,0.00
5432,11,6,2,48,10,3252.3,3997.4,3384.5,-0.10
5433,11,6,2,48,13,3186.9,3993.9,3379.9,-0.14
5434,11,6,2,48,18,3205.2,4009.4,3495.9,-0.27
5435,11,6,2,48,28,3194.4,3982.4,3439.9,-0.20
5436,11,6,2,48,30,3212.1,4015.4,3418.3,-0.30
5437,11,6,2,49,46,3260.3,4127.4,3243.9,-0.11
5438,11,6,2,50,43,3274.3,4132.9,3206.4,0.17
5439,11,6,2,51,38,3253.9,4134.4,3322.1,0.03
5440,11,6,2,52,48,3255.6,4129.9,3304.4,-0.09
5441,11,6,2,55,28,3250.1,4133.9,3260.5,-0.07
5442,11,6,2,56,21,3240.8,4099.4,3329.1,-0.28
5443,11,6,2,57,17,3237.9,4097.4,3392.4,-0.33
5444,11,6,2,57,44,3119.5,3902.4,3298.7,-0.42
5445,11,6,2,58,51,3184.7,3962.9,3245.8,-0.41
5446,11,6,2,59,59,3258.7,4137.4,3315.1,0.00
5447,11,6,3,0,59,3142.7,4180.9,3466.4,-0.42
5448,11,6,3,2,50,3118.9,3859.9,3350.2,-0.27
5449,11,6,3,3,12,3216.5,4038.4,3482.9,-0.27
5450,11,6,3,3,26,3217.3,4079.4,3294.0,0.00
5451,11,6,3,3,40,3172.6,3953.9,3370.1,-0.24
5452,11,6,3,4,59,3207.3,4018.4,3420.4,-0.29
5453,11,6,3,5,7,3241.3,4099.9,3415.4,-0.21
5454,11,6,3,6,27,3261.3,4139.9,3474.2,-0.38
5455,11,6,3,6,35,3223.8,4092.4,3353.5,-0.14
5456,11,6,3,8,52,3259.6,4142.9,3361.0,-0.25
5457,11,6,3,9,23,3204.6,4064.4,3426.9,-0.23
5458,11,6,3,10,13,3281.1,4161.9,3239.2,-0.17
5459,11,6,3,10,30,3291.4,4116.4,3337.8,-0.06
5460,11,6,3,12,19,3215.1,4031.4,3421.1,-0.24
5461,11,6,3,12,41,3212.2,4051.9,3397.9,-0.17
5462,11,6,3,12,45,3261.1,4089.4,3433.6,-0.30
5463,11,6,3,14,24,3246.6,4106.4,3380.1,0.02
5464,11,6,3,14,58,3231.8,4100.4,3387.1,-0.22
5465,11,6,3,15,46,3243.1,4072.4,3398.2,-0.28
5466,11,6,3,18,20,3282.9,4120.4,3296.1,0.41
5467,11,6,3,18,26,3205.8,4049.4,3390.8,-0.22
5468,11,6,3,18,48,3190.3,3993.4,3193.3,-0.31
5469,11,6,3,19,46,3226.4,4035.9,3390.5,-0.15
5470,11,6,3,20,53,3212.5,4033.9,3351.6,-0.36
5471,11,6,3,22,8,3214.0,4045.4,3229.5,-0.23
5472,11,6,3,22,11,3218.8,4058.4,3224.7,-0.33
5473,11,6,3,22,16,3110.6,3856.9,3396.4,-0.34
5474,11,6,3,23,12,3099.7,3839.4,3324.3,-0.04
5475,11,6,3,23,28,3090.4,3847.9,3375.4,-0.36
5476,11,6,3,24,3,3238.5,4101.4,3319.7,-0.37
5477,11,6,3,24,47,3238.7,4100.4,3384.4,-0.34
5478,11,6,3,25,38,3079.1,3847.9,3193.2,-0.28
5479,11,6,3,25,42,3100.1,3845.4,3394.7,-0.31
5480,11,6,3,25,46,3087.3,3840.9,3314.7,-0.10
5481,11,6,3,26,39,3093.6,3844.4,3441.8,-0.41
5482,11,6,3,26,52,3085.7,3847.4,3405.0,-0.39
5483,11,6,3,27,55,3260.5,4093.4,3300.1,0.26
5484,11,6,3,29,20,3092.9,3833.9,3357.6,-0.26
5485,11,6,3,30,1,3261.2,4143.4,3270.4,0.22
5486,11,6,3,30,51,3139.1,3863.9,3419.1,-0.28
5487,11,6,3,30,58,2999.8,3824.4,3453.8,-0.23
5488,11,6,3,31,6,3269.8,4107.4,3457.3,-0.31
5489,11,6,3,31,17,3188.8,3901.4,3297.9,-0.08
5490,11,6,3,32,5,3149.9,3892.9,3260.7,-0.21
5491,11,6,3,34,50,3218.4,4099.9,3410.6,-0.30
5492,11,6,3,36,31,3225.0,4074.4,3448.5,-0.21
5493,11,6,3,37,53,3241.2,4118.9,3416.7,-0.22
5494,11,6,3,41,1,3221.4,4103.4,3407.8,-0.30
5495,11,6,3,43,13,3137.8,3907.4,3369.5,-0.37
5496,11,6,3,43,28,3117.6,3862.4,3293.1,-0.19
5497,11,6,3,43,34,3241.1,4116.9,3430.5,-0.22
5498,11,6,3,44,18,3134.9,3890.9,3350.7,-0.16
5499,11,6,3,44,39,3264.6,4144.4,3303.6,0.21
5500,11,6,3,45,3,3143.5,3886.9,3390.1,-0.15
5501,11,6,3,45,7,3166.1,3888.4,3425.5,-0.29
5502,11,6,3,45,52,3145.5,3913.9,3407.6,-0.25
5503,11,6,3,47,5,3253.2,4113.4,3446.8,-0.32
5504,11,6,3,48,22,3247.2,4110.9,3426.0,-0.21
5505,11,6,3,48,29,3245.9,4105.4,3392.8,-0.40
5506,11,6,3,49,24,3263.6,4121.4,3341.2,-0.43
5507,11,6,3,49,41,3335.8,4200.9,3458.6,-0.14
5508,11,6,3,49,44,3234.2,4123.4,3378.0,-0.24
5509,11,6,3,51,12,3242.9,4095.4,3387.0,-0.35
5510,11,6,3,52,8,3256.0,4104.4,3352.4,-0.42
5511,11,6,3,52,52,3103.4,3837.4,3333.3,-0.37
5512,11,6,3,52,56,3119.5,3845.4,3437.9,-0.33
5513,11,6,3,53,58,3265.6,4157.4,3293.4,0.23
5514,11,6,3,54,23,3258.7,4112.4,3308.3,-0.21
5515,11,6,3,55,18,3081.8,3833.4,3344.7,-0.39
5516,11,6,3,55,39,3244.4,4125.4,3422.4,-0.10
5517,11,6,3,55,49,3232.2,4081.4,3405.9,-0.17
5518,11,6,3,57,3,3269.9,4127.4,3332.5,-0.02
5519,11,6,3,58,10,3312.2,4091.4,3428.7,-0.08
5520,11,6,3,59,34,3255.2,4122.4,3342.3,-0.85
5521,11,6,3,59,51,3107.4,3855.4,3253.4,-1.52
5522,11,6,4,0,14,3226.9,4053.4,3405.2,-0.73
5523,11,6,4,0,24,3242.5,4101.4,3437.4,-0.61
5524,11,6,4,1,4,3203.7,4005.4,3437.1,-0.34
5525,11,6,4,1,8,3203.6,3985.9,3424.7,-0.27
5526,11,6,4,1,12,3244.1,4076.4,3477.1,-0.30
5527,11,6,4,1,19,3243.9,4120.4,3420.3,0.06
5528,11,6,4,1,24,3258.8,3991.4,3365.4,-0.01
5529,11,6,4,1,29,3232.3,4100.4,3402.1,-0.29
5530,11,6,4,1,33,3215.0,4034.4,3333.4,0.48
5531,11,6,4,1,35,3237.0,3953.9,3314.9,0.53
5532,11,6,4,1,39,3298.0,4055.4,3266.0,0.44
5533,11,6,4,1,42,3237.3,3970.9,3245.5,0.23
5534,11,6,4,1,54,3256.7,4012.4,3329.8,-0.15
5535,11,6,4,2,3,3160.8,3946.9,3383.5,-0.30
5536,11,6,4,2,15,3220.3,4034.4,3436.8,-0.22
5537,11,6,4,2,47,3113.1,3835.9,3380.9,-0.21
5538,11,6,4,4,24,3243.0,4092.4,3355.2,-0.19
5539,11,6,4,6,8,3253.1,4104.4,3418.3,-0.51
5540,11,6,4,9,5,3270.0,4112.4,3384.8,-0.46
5541,11,6,4,10,30,3244.1,4107.4,3428.2,-0.36
5542,11,6,4,10,41,3113.6,3877.4,3123.8,-0.57
5543,11,6,4,10,55,3199.0,3999.4,3453.5,0.22
5544,11,6,4,10,60,3220.9,3989.4,3368.3,-0.03
5545,11,6,4,11,3,3202.5,3970.4,3384.6,-0.18
5546,11,6,4,11,8,3137.2,3899.9,3429.4,-0.53
5547,11,6,4,11,46,3270.9,4139.4,3272.5,0.12
5548,11,6,4,13,2,3117.3,3867.9,3324.7,-0.30
5549,11,6,4,13,16,3242.6,4095.9,3375.1,-0.13
5550,11,6,4,13,25,3121.1,3883.9,3371.3,-0.37
5551,11,6,4,13,32,3243.2,4106.4,3389.1,-0.19
5552,11,6,4,13,52,3228.1,4108.4,3328.7,-0.43
5553,11,6,4,14,9,3197.2,3970.4,3399.4,-0.20
5554,11,6,4,16,11,3113.6,3859.4,3356.9,-0.54
5555,11,6,4,18,58,3239.2,4115.9,3457.8,-0.32
5556,11,6,4,19,14,3247.0,4111.9,3360.8,-0.25
5557,11,6,4,20,16,3271.2,4161.9,3380.1,-0.11
5558,11,6,4,21,52,3249.3,4117.4,3420.5,-0.45
5559,11,6,4,24,10,3252.6,4153.4,3483.2,-0.03
5560,11,6,4,24,25,3250.4,4120.4,3502.6,-0.46
5561,11,6,4,24,42,3272.7,4163.4,3264.3,-0.13
5562,11,6,4,24,53,3073.8,3888.4,3354.2,-0.03
5563,11,6,4,25,37,3262.4,4142.4,3376.8,-0.61
5564,11,6,4,26,5,3247.7,4124.4,3344.4,-0.52
5565,11,6,4,26,16,3256.8,4146.4,3455.4,-0.54
5566,11,6,4,26,53,3249.5,4127.4,3404.1,-0.36
5567,11,6,4,26,59,3179.5,3967.4,3401.1,0.02
5568,11,6,4,27,3,3174.7,3955.4,3282.4,-0.08
5569,11,6,4,27,17,3244.3,4108.9,3305.6,-0.20
5570,11,6,4,27,35,3242.0,4111.4,3447.7,-0.17
5571,11,6,4,28,41,3240.0,4117.4,3501.6,-0.27
5572,11,6,4,28,59,3205.2,4133.4,3503.2,-0.18
5573,11,6,4,30,35,3228.0,4134.9,3383.4,-0.17
5574,11,6,4,31,9,3228.6,4428.4,3318.5,-0.23
5575,11,6,4,31,32,3259.0,4139.4,3361.4,-0.33
5576,11,6,4,32,37,3254.3,4134.9,3249.9,0.01
5577,11,6,4,34,25,3236.7,4097.4,3253.9,-0.15
5578,11,6,4,35,15,3257.3,4144.9,3298.7,0.34
5579,11,6,4,36,24,3251.9,4119.9,3412.0,-0.26
5580,11,6,4,36,41,3259.6,4108.9,3580.0,-0.17
5581,11,6,4,37,1,3237.0,4116.9,3532.9,-0.31
5582,11,6,4,38,39,3266.0,4159.9,3394.2,0.07
5583,11,6,4,39,31,3265.9,4138.4,3514.8,-0.32
5584,11,6,4,39,41,3179.9,3963.4,3476.8,-0.60
5585,11,6,4,40,8,3188.1,4002.4,3231.8,0.09
5586,11,6,4,41,21,3251.9,4127.4,3343.3,-0.35
5587,11,6,4,42,1,3097.7,3844.4,3279.8,-0.35
5588,11,6,4,43,11,3234.2,4124.4,3388.6,-0.22
5589,11,6,4,43,15,3261.9,4119.9,3369.0,-0.22
5590,11,6,4,45,29,3241.1,4109.9,3387.1,-0.35
5591,11,6,4,46,10,3302.7,4066.4,3311.2,0.58
5592,11,6,4,46,36,3226.9,3906.4,3326.0,0.00
5593,11,6,4,46,43,3145.4,3882.4,3437.7,-0.21
5594,11,6,4,48,30,3114.9,3882.9,3354.5,-0.29
5595,11,6,4,49,9,3120.8,3839.4,3312.3,-0.20
5596,11,6,4,52,52,3082.8,3866.4,3397.4,-0.40
5597,11,6,4,53,8,3109.8,3865.9,3390.1,-0.20
5598,11,6,4,54,33,3253.7,4143.9,3357.0,-0.29
5599,11,6,4,56,24,3232.4,4097.4,3441.2,-0.29
5600,11,6,4,56,44,3190.4,4034.4,3427.9,-0.41
5601,11,6,4,59,3,3175.1,3944.9,3402.9,-0.32
5602,11,6,4,59,10,3125.9,3893.9,3385.0,-0.46
5603,11,6,4,59,42,3266.6,4160.9,3259.1,-0.50
5604,11,6,4,59,58,3049.8,3911.4,3486.9,0.00
5605,11,6,5,0,25,3128.3,3869.4,3356.1,-0.78
5606,11,6,5,0,28,3115.5,3893.4,3388.8,-0.72
5607,11,6,5,1,29,3243.6,4112.4,3305.9,-0.18
5608,11,6,5,3,38,3265.0,4136.9,3470.0,-0.22
5609,11,6,5,4,3,3108.1,3837.4,3340.3,-0.89
5610,11,6,5,5,44,3244.1,4106.9,3411.7,-0.19
5611,11,6,5,6,33,3247.9,4083.4,3440.3,0.03
5612,11,6,5,10,44,3228.3,4083.9,3416.4,-0.39
5613,11,6,5,10,52,3273.4,4140.4,3413.0,-0.32
5614,11,6,5,12,33,3288.3,4111.9,3525.7,-0.12
5615,11,6,5,13,47,3196.4,4033.4,3442.5,-0.32
5616,11,6,5,13,52,3203.8,3993.9,3427.9,-0.29
5617,11,6,5,14,41,3251.3,4125.4,3266.9,-0.09
5618,11,6,5,16,43,3246.5,4135.4,3410.4,-0.16
5619,11,6,5,16,47,3228.3,4106.9,3385.7,-0.42
5620,11,6,5,17,19,3276.3,4136.4,3404.4,-0.04
5621,11,6,5,20,48,3255.1,4131.4,3397.4,-0.14
5622,11,6,5,21,23,3252.1,4132.4,3489.2,-0.07
5623,11,6,5,25,54,3243.5,4111.9,3416.7,-0.38
5624,11,6,5,26,5,3115.1,3847.4,3356.4,-0.21
5625,11,6,5,27,0,3260.2,4146.9,3347.9,0.02
5626,11,6,5,28,5,3016.4,3870.4,3562.1,-0.10
5627,11,6,5,28,29,3174.0,3983.4,3316.4,-0.24
5628,11,6,5,28,37,3171.9,3959.4,3429.4,-0.02
5629,11,6,5,28,44,3231.5,3955.4,3366.1,0.33
5630,11,6,5,28,48,3201.5,4020.9,3278.1,0.19
5631,11,6,5,28,59,3175.6,3989.4,3439.0,-0.30
5632,11,6,5,30,7,3249.6,4129.4,3455.5,-0.13
5633,11,6,5,31,16,3253.9,4118.4,3359.0,-0.22
5634,11,6,5,33,22,3107.6,3872.4,3425.7,-0.71
5635,11,6,5,33,44,3276.5,4160.4,3262.0,0.29
5636,11,6,5,34,24,3254.0,4125.4,3443.3,-0.30
5637,11,6,5,34,27,3225.4,4079.9,3370.7,-0.21
5638,11,6,5,34,45,3209.4,4020.9,3415.4,-0.17
5639,11,6,5,35,22,3264.8,4198.4,3400.1,-0.10
5640,11,6,5,38,53,3265.1,4134.4,3215.8,-0.22
5641,11,6,5,39,31,3289.2,4025.9,3303.0,0.03
5642,11,6,5,41,17,3257.7,4087.4,3801.6,0.13
5643,11,6,5,42,52,3133.9,3933.9,3413.9,-0.02
5644,11,6,5,43,10,3242.8,4079.4,3221.0,0.04
5645,11,6,5,44,25,3236.4,4100.9,3409.1,-0.02
5646,11,6,5,46,40,3223.0,3927.9,3445.3,-0.06
5647,11,6,5,47,4,3259.0,4101.4,3389.3,0.08
5648,11,6,5,47,17,3240.7,4121.4,3335.9,-0.12
5649,11,6,5,48,18,3281.6,4023.4,3255.8,0.25
5650,11,6,5,48,24,3261.3,4096.4,3294.7,0.19
5651,11,6,5,48,58,3228.8,4027.4,3407.1,0.07
5652,11,6,5,50,51,3105.9,3842.4,3302.5,0.07
5653,11,6,5,52,0,3094.2,3860.9,3474.6,0.13
5654,11,6,5,52,14,3241.6,4052.4,3415.2,0.04
5655,11,6,5,52,19,3222.4,4103.4,3326.4,0.03
5656,11,6,5,53,14,3214.6,4033.4,3492.3,0.04
5657,11,6,5,53,23,3222.8,4029.4,3462.1,0.09
5658,11,6,5,53,26,3208.4,4031.4,3475.0,0.09
5659,11,6,5,53,46,3244.1,4095.9,3241.3,0.24
5660,11,6,5,53,50,3216.2,4043.4,3451.6,0.09
5661,11,6,5,54,29,3199.2,4010.4,3418.1,-0.15
5662,11,6,5,55,16,3225.1,4079.9,3416.8,0.24
5663,11,6,5,56,38,3210.7,4094.4,3399.1,-0.03
5664,11,6,5,57,54,3238.1,4131.9,3338.8,-0.21
5665,11,6,5,59,8,3228.6,4081.4,3457.0,0.01
5666,11,6,6,0,7,2731.1,3849.9,3132.2,0.00
5667,11,6,6,3,21,3224.7,4102.4,3419.4,0.01
5668,11,6,6,4,32,3228.3,4118.4,3109.7,0.02
5669,11,6,6,7,50,3127.2,3886.9,3337.5,0.09
5670,11,6,6,7,55,3079.4,3876.4,3092.0,0.10
5671,11,6,6,8,56,3232.1,4122.4,3299.5,0.20
5672,11,6,6,9,6,3128.7,3853.4,3301.0,0.16
5673,11,6,6,10,2,3237.6,4111.9,3305.2,-0.12
5674,11,6,6,10,26,3229.6,4100.9,3401.7,0.05
5675,11,6,6,10,51,3230.7,4082.4,3375.7,-0.03
5676,11,6,6,11,25,3230.3,4096.4,3350.1,-0.14
5677,11,6,6,13,13,3254.9,4135.4,3274.6,0.37
5678,11,6,6,13,19,3265.8,4154.9,3386.4,0.29
5679,11,6,6,14,34,3261.8,4137.4,3392.4,0.24
5680,11,6,6,15,14,3237.6,4097.9,3413.6,0.15
5681,11,6,6,15,53,3234.5,4124.4,3460.4,-0.01
5682,11,6,6,17,0,3236.9,4090.4,3393.3,0.17
5683,11,6,6,20,42,3240.1,4113.4,3298.2,0.26
5684,11,6,6,21,47,3228.6,4111.4,3404.4,0.08
5685,11,6,6,26,40,3274.5,4152.4,3529.6,0.09
5686,11,6,6,27,52,3254.5,4129.4,3404.8,0.12
5687,11,6,6,27,59,3266.8,4139.4,3528.9,0.21
5688,11,6,6,28,43,3259.8,4120.4,3440.3,0.11
5689,11,6,6,29,30,3274.9,4093.9,3375.4,0.11
5690,11,6,6,30,32,3145.6,4170.4,3464.3,0.13
5691,11,6,6,30,48,3238.1,4138.4,3386.1,-0.09
5692,11,6,6,33,20,3274.7,4140.4,3424.8,0.13
5693,11,6,6,33,26,3263.2,4119.4,3419.5,0.17
5694,11,6,6,34,21,3258.9,4160.4,3357.9,-0.22
5695,11,6,6,35,0,3229.0,4096.4,3275.7,0.14
5696,11,6,6,35,33,3241.1,4079.4,3430.6,0.08
5697,11,6,6,39,29,3248.7,4122.9,3435.1,0.12
5698,11,6,6,40,5,3231.2,4096.4,3391.5,0.01
5699,11,6,6,40,8,3257.3,4127.4,2629.1,0.08
5700,11,6,6,41,15,3249.0,4115.9,3368.6,-0.08
5701,11,6,6,42,27,3235.0,4104.9,3455.9,-0.21
5702,11,6,6,42,36,3241.7,4112.4,3454.9,-0.17
5703,11,6,6,44,22,3264.6,4110.4,3293.5,0.08
5704,11,6,6,47,4,3246.8,4110.4,3226.3,0.28
5705,11,6,6,47,47,3262.9,4132.4,3297.1,0.23
5706,11,6,6,49,52,3274.1,4146.4,3263.1,0.01
5707,11,6,6,50,27,3097.1,3868.9,3349.8,-1.04
5708,11,6,6,51,8,3126.6,3843.4,3305.4,-0.14
5709,11,6,6,52,41,3220.9,4067.9,3444.5,-0.46
5710,11,6,6,52,47,3263.4,4103.4,3303.0,0.19
5711,11,6,6,54,58,3254.1,4106.4,3375.1,-0.20
5712,11,6,6,56,1,3297.2,4125.9,3344.4,-0.27
5713,11,6,6,56,41,3274.4,4109.4,3240.6,0.04
5714,11,6,6,58,42,3267.3,4114.4,3255.4,-0.43
5715,11,6,7,0,29,3259.0,4139.4,3261.3,-0.66
5716,11,6,7,0,41,3263.5,4131.9,3208.7,-0.36
5717,11,6,7,2,3,3108.6,3833.9,3419.8,-0.34
5718,11,6,7,7,8,3281.2,4134.4,3272.5,0.47
5719,11,6,7,7,28,3219.6,4061.4,3301.2,-0.08
5720,11,6,7,7,50,3124.9,3891.4,3310.0,-0.27
5721,11,6,7,8,52,3229.3,4075.4,3346.4,-0.23
5722,11,6,7,9,4,3308.4,4141.4,3398.0,-0.28
5723,11,6,7,9,48,3226.6,4064.4,3402.6,-0.19
5724,11,6,7,9,52,3212.6,4075.4,3379.1,-0.40
5725,11,6,7,10,54,3283.2,4041.4,3303.1,-0.02
5726,11,6,7,14,51,3255.5,4094.9,3334.8,-0.22
5727,11,6,7,16,18,3215.5,4109.4,3422.4,0.14
5728,11,6,7,16,49,3272.0,4115.4,3300.0,0.06
5729,11,6,7,18,35,3213.0,4031.4,3362.6,-0.20
5730,11,6,7,19,13,3219.1,4063.4,3406.0,-0.53
5731,11,6,7,19,55,3234.3,4079.9,3395.5,-0.14
5732,11,6,7,20,2,3272.3,4133.9,3264.3,0.03
5733,11,6,7,21,2,3219.3,4039.4,3377.9,-0.19
5734,11,6,7,21,51,3243.9,4087.4,3382.1,-0.99
5735,11,6,7,23,5,3241.6,4091.4,3374.3,-0.03
5736,11,6,7,23,34,3241.7,4088.4,3185.6,-0.27
5737,11,6,7,25,2,3232.3,4127.4,3390.8,-0.38
5738,11,6,7,27,44,3253.0,4134.4,3329.7,0.42
